rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,content_type,created_month_num,created_full_date,channel_age_days,created_weekday
266,Preston,24000000,8279004442.0,Gaming,Preston,4009,United States,US,Entertainment,621.0,78.0,72.0,151697000.0,37900.0,606800.0,455100.0,7300000.0,2012.0,7.0,4,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,7,2012-07-04,4946,2
267,James Charles,23900000,4067878931.0,Entertainment,James Charles,505,United States,US,Entertainment,1860.0,79.0,73.0,58126000.0,14500.0,232500.0,174400.0,2800000.0,2015.0,12.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,12,2015-12-01,3701,1
268,Collins Key,23900000,6582932625.0,Entertainment,Collins Key,257,United States,US,Entertainment,911.0,79.0,73.0,10853000.0,2700.0,43400.0,32600.0,520900.0,2011.0,8.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,8,2011-08-09,5276,1
269,Diana and Roma EN,23900000,7213499085.0,People & Blogs,Diana and Roma EN,511,United States,US,Entertainment,787.0,79.0,73.0,177769000.0,44400.0,711100.0,533300.0,8500000.0,2011.0,12.0,22,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,12,2011-12-22,5141,3
270,Venus Entertainment,23800000,5663125358.0,Entertainment,Venus Entertainment,70,Unknown,Unknown,Entertainment,367929.0,,2500.0,31633.0,8.0,127.0,95.0,1500.0,2016.0,5.0,17,,,,,,,Entertainment,5,2016-05-17,3533,1
271,Troom Troom,23800000,10414479943.0,Howto & Style,Troom Troom,2425,United States,US,Howto,412.0,80.0,8.0,98052000.0,24500.0,392200.0,294200.0,4700000.0,2015.0,9.0,12,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,9,2015-09-12,3781,5
272,Enrique Iglesias,23800000,17688774915.0,Music,Enrique Iglesias,443,United States,US,Music,154.0,80.0,77.0,122914000.0,30700.0,491700.0,368700.0,5900000.0,2007.0,4.0,12,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,4,2007-04-12,6856,3
273,Ninja,23700000,2543809954.0,Gaming,Ninja,1732,United States,US,Games,3590.0,81.0,19.0,8368000.0,2100.0,33500.0,25100.0,401700.0,2011.0,11.0,11,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,11,2011-11-11,5182,4
274,FaZe Rug,23700000,7451792132.0,Gaming,FaZeRug,0,Canada,CA,Games,4057944.0,3885.0,7268.0,64085000.0,0.0,0.0,0.0,0.0,2012.0,11.0,30,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Gaming,11,2012-11-30,4797,4
275,Mister Max,23700000,15510153803.0,People & Blogs,Mister Max,1099,United Kingdom,GB,Entertainment,208.0,11.0,74.0,32817000.0,8200.0,131300.0,98400.0,1600000.0,2014.0,9.0,22,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,People & Blogs,9,2014-09-22,4136,0
276,That Little Puff,23700000,20289689389.0,Pets & Animals,That Little Puff,769,United States,US,Animals,118.0,81.0,1.0,755054000.0,188800.0,3000000.0,2300000.0,36200000.0,2020.0,8.0,29,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Pets & Animals,8,2020-08-29,1968,5
277,NickyJamTV,23600000,15901824841.0,Music,NickyJamTV,392,Unknown,Unknown,Music,193.0,3.0,78.0,77927000.0,19500.0,311700.0,233800.0,3700000.0,2012.0,1.0,10,,,,,,,Music,1,2012-01-10,5122,1
278,Juan De Dios Pantoja,23600000,2135644776.0,Entertainment,Juan De Dios Pantoja,226,Mexico,MX,People,4529.0,11.0,10.0,46862000.0,11700.0,187400.0,140600.0,2200000.0,2014.0,6.0,9,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Entertainment,6,2014-06-09,4241,0
279,Logan Paul,23600000,5994002464.0,Entertainment,Logan Paul,719,United States,US,Entertainment,1057.0,82.0,75.0,10803000.0,2700.0,43200.0,32400.0,518600.0,2015.0,8.0,29,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,8,2015-08-29,3795,5
280,Maya and Mary,23600000,6766461070.0,Entertainment,Maya and Mary,552,United States,US,Entertainment,883.0,82.0,75.0,44542000.0,11100.0,178200.0,133600.0,2100000.0,2013.0,8.0,30,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,8,2013-08-30,4524,4
281,Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,23600000,7920637200.0,Film & Animation,Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1251,United Kingdom,GB,Film,668.0,12.0,19.0,53589000.0,13400.0,214400.0,160800.0,2600000.0,2014.0,7.0,28,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Film & Animation,7,2014-07-28,4192,0
282,Jelly,23500000,14777034543.0,Gaming,Jelly,6066,United Kingdom,GB,Games,229.0,13.0,20.0,41669000.0,10400.0,166700.0,125000.0,2000000.0,2014.0,5.0,27,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Gaming,5,2014-05-27,4254,1
283,Miss Katy,23500000,14696994366.0,People & Blogs,Miss Katy,1044,United Kingdom,GB,Entertainment,235.0,13.0,76.0,59629000.0,14900.0,238500.0,178900.0,2900000.0,2014.0,11.0,17,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,People & Blogs,11,2014-11-17,4080,0
284,Tilak,23400000,9465863821.0,Film & Animation,Tilak,6672,India,IN,Film,493.0,56.0,20.0,367347000.0,91800.0,1500000.0,1100000.0,17600000.0,2020.0,10.0,10,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Film & Animation,10,2020-10-10,1926,5
285,Valentina Pontes ofc,23400000,7926899136.0,Film & Animation,Valentina Pontes ofc,1291,Brazil,BR,Entertainment,667.0,14.0,77.0,28285000.0,7100.0,113100.0,84900.0,1400000.0,2014.0,4.0,14,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Film & Animation,4,2014-04-14,4297,0
286,Sesame Street,23300000,22471357411.0,Entertainment,Sesame Street,3657,United States,US,Entertainment,99.0,83.0,78.0,124187000.0,31000.0,496700.0,372600.0,6000000.0,2006.0,1.0,16,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,1,2006-01-16,7307,0
287,Happy Lives,23200000,2634.0,Science & Technology,Happy Lives,1,United States,US,Entertainment,4053372.0,84.0,79.0,6589000000.0,0.0,0.0,0.0,0.0,2016.0,3.0,15,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Science & Technology,3,2016-03-15,3596,1
288,Lady Gaga,23200000,15751661213.0,People & Blogs,Lady Gaga,172,United States,US,Music,198.0,83.0,79.0,143169000.0,35800.0,572700.0,429500.0,6900000.0,2008.0,5.0,15,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,5,2008-05-15,6457,3
289,Akshay Nagwadiya,23200000,7966720147.0,Entertainment,Akshay Nagwadiya,595,Unknown,Unknown,Entertainment,660.0,,79.0,321179000.0,80300.0,1300000.0,963500.0,15400000.0,2017.0,10.0,25,,,,,,,Entertainment,10,2017-10-25,3007,2
290,Wave Music Bhojpuri,23100000,12889240875.0,Music,Wave Music Bhojpuri,22578,India,IN,Music,293.0,59.0,81.0,52678000.0,13200.0,210700.0,158000.0,2500000.0,2014.0,8.0,10,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,8,2014-08-10,4179,6
291,GMM GRAMMY OFFICIAL,23100000,25579831081.0,Music,GMM GRAMMY OFFICIAL,15462,Thailand,TH,Music,68.0,4.0,81.0,130233000.0,32600.0,520900.0,390700.0,6300000.0,2010.0,11.0,8,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Music,11,2010-11-08,5550,0
292,TED,23100000,2551113422.0,People & Blogs,TED,4445,United States,US,Tech,3568.0,85.0,4.0,13246000.0,3300.0,53000.0,39700.0,635800.0,2006.0,12.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,12,2006-12-06,6983,2
293,unknown boy varun,23100000,9299371231.0,Music,unknown boy varun,456,India,IN,Music,506.0,58.0,80.0,304021000.0,76000.0,1200000.0,912100.0,14600000.0,2016.0,9.0,27,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,9,2016-09-27,3400,1
294,Kids TV - Nursery Rhymes And Baby Songs,23100000,13151870846.0,Shows,Kids TV - Nursery Rhymes And Baby Songs,3781,United States,US,Music,282.0,85.0,81.0,128448000.0,32100.0,513800.0,385300.0,6200000.0,2013.0,8.0,30,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Shows,8,2013-08-30,4524,4
295,Tsuriki Show,23000000,31494513067.0,Entertainment,Tsuriki Show,2905,Germany,DE,Comedy,34.0,1.0,15.0,756717000.0,189200.0,3000000.0,2300000.0,36300000.0,2019.0,7.0,10,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526,Entertainment,7,2019-07-10,2384,2
296,Technical Guruji,23000000,3378047383.0,Science & Technology,Technical Guruji,5041,India,IN,Tech,2420.0,60.0,5.0,22262000.0,5600.0,89000.0,66800.0,1100000.0,2015.0,10.0,19,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Science & Technology,10,2015-10-19,3744,0
297,DrossRotzank,23000000,6041264489.0,Entertainment,DrossRotzank,1598,Argentina,AR,Entertainment,1040.0,5.0,80.0,35539000.0,8900.0,142200.0,106600.0,1700000.0,2006.0,3.0,9,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Entertainment,3,2006-03-09,7255,3
298,White Hill Music,23000000,10939966484.0,Entertainment,White Hill Music,5718,India,IN,Music,382.0,60.0,82.0,93183000.0,23300.0,372700.0,279500.0,4500000.0,2014.0,3.0,23,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,3,2014-03-23,4319,6
299,Ultra Movie Parlour,22900000,5320485069.0,Movies,Ultra Movie Parlour,1670,India,IN,Film,1248.0,61.0,22.0,118846000.0,0.0,0.0,0.0,0.0,2011.0,5.0,17,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Movies,5,2011-05-17,5360,1
300,Alan Becker,22900000,5380073627.0,Film & Animation,Alan Becker,0,United States,US,Games,4057944.0,7700.0,7453.0,64085000.0,0.0,0.0,0.0,0.0,2006.0,3.0,21,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Film & Animation,3,2006-03-21,7243,1
301,toyorbabytv,22900000,16298342829.0,Music,toyorbabytv,1159,Jordan,JO,Music,181.0,2.0,83.0,169056000.0,42300.0,676200.0,507200.0,8100000.0,2012.0,11.0,1,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414,Music,11,2012-11-01,4826,3
302,BabyBus - Canciones Infantiles & Videos para Niï¿½ï,22900000,13206471140.0,Education,BabyBus - Canciones Infantiles & Videos paraï¿½,1251,Mexico,MX,Education,278.0,12.0,17.0,136821000.0,34200.0,547300.0,410500.0,6600000.0,2018.0,3.0,19,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Education,3,2018-03-19,2862,0
303,KL BRO Biju Rithvik,22800000,17988347989.0,Entertainment,KL BRO Biju Rithvik,1841,Unknown,Unknown,Entertainment,143.0,,79.0,2033000000.0,508100.0,8100000.0,6100000.0,97600000.0,2020.0,7.0,21,,,,,,,Entertainment,7,2020-07-21,2007,1
304,Vania Mania Kids,22700000,10115316784.0,People & Blogs,Vania Mania Kids,985,United States,US,Education,438.0,87.0,18.0,155215000.0,38800.0,620900.0,465600.0,7500000.0,2015.0,9.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,9,2015-09-09,3784,2
305,Like Nastya PRT,22700000,11568118121.0,Entertainment,Like Nastya PRT,654,Unknown,Unknown,Entertainment,344.0,,82.0,96613000.0,24200.0,386500.0,289800.0,4600000.0,2019.0,4.0,9,,,,,,,Entertainment,4,2019-04-09,2476,1
306,Sun TV,22600000,20847038152.0,People & Blogs,Sun TV,60964,India,IN,Entertainment,109.0,63.0,82.0,982238000.0,245600.0,3900000.0,2900000.0,47100000.0,2016.0,2.0,26,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,People & Blogs,2,2016-02-26,3614,4
307,Heroindori,22600000,9223534599.0,Comedy,Heroindori,495,India,IN,Entertainment,508.0,62.0,81.0,399152000.0,99800.0,1600000.0,1200000.0,19200000.0,2020.0,6.0,29,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,6,2020-06-29,2029,0
308,The Chainsmokers,22600000,14231943358.0,Music,The Chainsmokers,180,United States,US,Music,246.0,88.0,84.0,81660000.0,20400.0,326600.0,245000.0,3900000.0,2012.0,9.0,22,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2012-09-22,4866,5
309,mmoshaya,22600000,17507060680.0,People & Blogs,mmoshaya,1189,Saudi Arabia,SA,Entertainment,156.0,1.0,83.0,73829000.0,18500.0,295300.0,221500.0,3500000.0,2010.0,12.0,11,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162,People & Blogs,12,2010-12-11,5517,5
310,Sia,22600000,13405849040.0,Music,Sia,171,United States,US,Music,273.0,88.0,84.0,95253000.0,23800.0,381000.0,285800.0,4600000.0,2007.0,11.0,19,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,11,2007-11-19,6635,0
311,LeoNata Family,22600000,27084848152.0,People & Blogs,LeoNata Family,2321,United States,US,People,57.0,87.0,11.0,1174000000.0,293500.0,4700000.0,3500000.0,56300000.0,2021.0,9.0,28,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,9,2021-09-28,1573,1
312,Goldmines Cineplex,22500000,2431154438.0,Film & Animation,Goldmines Cineplex,3377,India,IN,Film,3793.0,64.0,23.0,48740000.0,12200.0,195000.0,146200.0,2300000.0,2015.0,9.0,12,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Film & Animation,9,2015-09-12,3781,5
313,Vlad and Niki Arabic,22500000,10613701948.0,,Vlad and Niki Arabic,526,United States,US,Entertainment,399.0,89.0,84.0,65066000.0,16300.0,260300.0,195200.0,3100000.0,2018.0,11.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,11,2018-11-09,2627,4
314,SSundee,22500000,13835173331.0,Gaming,SSundee,3315,United States,US,Games,261.0,90.0,21.0,175094000.0,43800.0,700400.0,525300.0,8400000.0,2009.0,11.0,28,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,11,2009-11-28,5895,5
315,Paulo Londra,22400000,8040036209.0,Music,Paulo Londra,58,Argentina,AR,Music,648.0,6.0,85.0,72242000.0,18100.0,289000.0,216700.0,3500000.0,2016.0,8.0,8,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Music,8,2016-08-08,3450,0
316,Smile Family,22300000,8663830163.0,People & Blogs,SMILE Family,34,France,FR,Music,3805801.0,3046.0,4509.0,735.0,0.18,3.0,2.0,35.0,2019.0,11.0,3,65.6,67059887.0,8.43,54123364.0,46.227638,2.213749,People & Blogs,11,2019-11-03,2268,6
317,FGTeeV,22300000,24059336857.0,Gaming,FGTeeV,1724,United States,US,Games,77.0,91.0,22.0,132110000.0,33000.0,528400.0,396300.0,6300000.0,2013.0,5.0,24,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,5,2013-05-24,4622,4
318,Kinder Spielzeug Kanal (Kidibli),22200000,11136266461.0,Entertainment,Kinder Spielzeug Kanal (Kidibli),999,United States,US,Entertainment,370.0,92.0,86.0,139333000.0,34800.0,557300.0,418000.0,6700000.0,2015.0,9.0,25,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,9,2015-09-25,3768,4
319,Charlie Puth,22000000,9924807127.0,Music,Charlie Puth,157,United States,US,Music,449.0,94.0,86.0,111500000.0,27900.0,446000.0,334500.0,5400000.0,2009.0,9.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2009-09-09,5975,2
320,Vlad and Niki ESP,22000000,8594440895.0,,Vlad and Niki ESP,515,United States,US,Entertainment,591.0,93.0,87.0,183871000.0,46000.0,735500.0,551600.0,8800000.0,2018.0,10.0,11,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,10,2018-10-11,2656,3
321,Sagawa /ï¿½ï¿½ï¿½,22000000,18347969186.0,Entertainment,Sagawa /ï¿½ï¿½ï¿½,6274,Japan,JP,Entertainment,144.0,3.0,88.0,711254000.0,177800.0,2800000.0,2100000.0,34100000.0,2021.0,2.0,13,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924,Entertainment,2,2021-02-13,1800,5
322,Ben Azelart,21900000,4454917643.0,Film & Animation,Ben Azelart,301,United States,US,Entertainment,1620.0,94.0,88.0,184946000.0,46200.0,739800.0,554800.0,8900000.0,2014.0,6.0,5,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Film & Animation,6,2014-06-05,4245,3
323,Zach Choi ASMR,21900000,5918314128.0,People & Blogs,Zach Choi ASMR,946,United States,US,People,1069.0,94.0,12.0,234222000.0,58600.0,936900.0,702700.0,11200000.0,2014.0,7.0,5,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,7,2014-07-05,4215,5
324,Topper Guild,21900000,15552070846.0,Comedy,Topper Guild,816,United States,US,Comedy,204.0,91.0,16.0,687028000.0,171800.0,2700000.0,2100000.0,33000000.0,2014.0,7.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,7,2014-07-09,4211,2
325,Disney Latinoamï¿½ï¿½,21900000,20657571751.0,Entertainment,disneylatinoamerica,116,Mexico,MX,Music,1277277.0,2973.0,4085.0,4719.0,1.0,19.0,14.0,227.0,2008.0,4.0,7,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Entertainment,4,2008-04-07,6495,0
326,Stokes Twins,21800000,4469711607.0,People & Blogs,Stokes Twins,257,United States,US,People,1610.0,95.0,13.0,197953000.0,49500.0,791800.0,593900.0,9500000.0,2008.0,4.0,11,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,4,2008-04-11,6491,4
327,National Geographic,21800000,5614621131.0,Science & Technology,National Geographic,10162,United States,US,Entertainment,1158.0,95.0,89.0,45812000.0,11500.0,183200.0,137400.0,2200000.0,2006.0,5.0,7,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Science & Technology,5,2006-05-07,7196,6
328,Dua Lipa,21800000,11288359365.0,Music,Dua Lipa,164,United Kingdom,GB,Music,368.0,14.0,87.0,128047000.0,32000.0,512200.0,384100.0,6100000.0,2011.0,2.0,5,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,2,2011-02-05,5461,5
329,OneDirectionVEVO,21800000,12140232004.0,Music,OneDirectionVEVO,266,United Kingdom,GB,Music,322.0,14.0,87.0,51134000.0,12800.0,204500.0,153400.0,2500000.0,2010.0,12.0,4,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,12,2010-12-04,5524,5
330,Rotana,21800000,19329351143.0,Music,rotana5018,135,Unknown,Unknown,Music,926975.0,,2709.0,10571.0,3.0,42.0,32.0,507.0,2011.0,10.0,27,,,,,,,Music,10,2011-10-27,5197,3
331,Netflix India,21800000,7780934187.0,People & Blogs,NETFLIX INDIA,1,Unknown,Unknown,People,4052308.0,,7665.0,408.0,0.0,0.0,0.0,0.0,2017.0,9.0,24,,,,,,,People & Blogs,9,2017-09-24,3038,6
332,Sourav Joshi Vlogs,21700000,9392093496.0,People & Blogs,Sourav Joshi Vlogs,1390,Unknown,Unknown,People,498.0,,13.0,265336000.0,66300.0,1100000.0,796000.0,12700000.0,2019.0,2.0,19,,,,,,,People & Blogs,2,2019-02-19,2525,1
333,ZAMZAM ELECTRONICS TRADING,21700000,8507818877.0,,ZAMZAM ELECTRONICS TRADING,15126,United Arab Emirates,AE,People,608.0,4.0,14.0,1598000000.0,399600.0,6400000.0,4800000.0,76700000.0,2020.0,12.0,19,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818,People,12,2020-12-19,1856,5
334,DUDU e CAROL,21600000,9597894786.0,Autos & Vehicles,DUDU e CAROL,2942,Brazil,BR,Entertainment,481.0,15.0,90.0,193174000.0,48300.0,772700.0,579500.0,9300000.0,2013.0,3.0,2,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Autos & Vehicles,3,2013-03-02,4705,5
335,Village Cooking Channel,21600000,5863377051.0,Howto & Style,Village Cooking Channel,219,India,IN,Howto,1082.0,66.0,9.0,194604000.0,48700.0,778400.0,583800.0,9300000.0,2018.0,4.0,25,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Howto & Style,4,2018-04-25,2825,2
336,Eva Bravo Play,21600000,9346383505.0,Entertainment,Eva Bravo Play,228,United States,US,Entertainment,507.0,96.0,90.0,63919000.0,16000.0,255700.0,191800.0,3100000.0,2019.0,5.0,7,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,5,2019-05-07,2448,1
337,Tekashi 6ix9ine,21500000,5890180734.0,People & Blogs,Tekashi 6ix9ine,51,United States,US,Music,1081.0,96.0,88.0,113542000.0,28400.0,454200.0,340600.0,5400000.0,2018.0,4.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,4,2018-04-06,2844,4
338,Tlnovelas,21500000,15013096899.0,News & Politics,tlnovelas,158,Mexico,MX,Entertainment,1936958.0,2063.0,2940.0,15459.0,4.0,62.0,46.0,742.0,2014.0,1.0,2,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,News & Politics,1,2014-01-02,4399,3
339,SMOL,21500000,22065582014.0,People & Blogs,Claudio,6,Unknown,Unknown,Music,4057657.0,,5782.0,3.0,0.0,0.01,0.01,0.14,2006.0,4.0,2,,,,,,,People & Blogs,4,2006-04-02,7231,6
340,invictor,21500000,8409641722.0,Gaming,INVICTOR,17,Chile,CL,People,4038708.0,2889.0,7518.0,49.0,0.01,0.2,0.15,2.0,2016.0,7.0,26,88.5,18952038.0,7.09,16610135.0,-35.675147,-71.542969,Gaming,7,2016-07-26,3463,1
341,YOLO,21400000,1573058816.0,Comedy,YOLO,0,Germany,DE,,4057944.0,3810.0,,64085000.0,0.0,0.0,0.0,0.0,2013.0,6.0,11,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526,Comedy,6,2013-06-11,4604,1
342,Sidhu Moose Wala,21400000,6264261757.0,Music,Sidhu Moose Wala,114,India,IN,Music,987.0,67.0,89.0,160690000.0,40200.0,642800.0,482100.0,7700000.0,2017.0,10.0,30,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,10,2017-10-30,3002,0
343,The Royalty Family,21300000,6269945014.0,People & Blogs,The Royalty Family,733,United States,US,People,982.0,98.0,15.0,160227000.0,40100.0,640900.0,480700.0,7700000.0,2017.0,4.0,13,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,4,2017-04-13,3202,3
344,Becky G,21300000,10644857969.0,Music,Becky G,78,United States,US,Music,396.0,98.0,90.0,103171000.0,25800.0,412700.0,309500.0,5000000.0,2011.0,9.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2011-09-06,5248,1
345,Ishaan Ali 11,21300000,12761253839.0,People & Blogs,Ishaan Ali 11,951,India,IN,People,301.0,68.0,16.0,729409000.0,182400.0,2900000.0,2200000.0,35000000.0,2016.0,7.0,27,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,People & Blogs,7,2016-07-27,3462,2
346,Infinite,21300000,5141834668.0,Entertainment,Infinite,1608,United States,US,Entertainment,1296.0,98.0,93.0,68350000.0,17100.0,273400.0,205100.0,3300000.0,2014.0,8.0,21,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,8,2014-08-21,4168,3
347,Azhan5star,21300000,10047736580.0,Entertainment,Azhan5star,669,India,IN,Entertainment,436.0,67.0,92.0,236293000.0,59100.0,945200.0,708900.0,11300000.0,2021.0,2.0,2,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,2,2021-02-02,1811,1
348,Dangal TV Channel,21300000,12895427184.0,Entertainment,Dangal TV Channel,20225,India,IN,Entertainment,291.0,67.0,92.0,561020000.0,140300.0,2200000.0,1700000.0,26900000.0,2017.0,8.0,2,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,8,2017-08-02,3091,2
349,Khan GS Research Centre,21200000,2073073070.0,Education,KHAN GS RESEARCH CENTRE,1,Unknown,Unknown,People,4057930.0,,7727.0,64085000.0,0.0,0.0,0.0,0.0,2017.0,1.0,5,,,,,,,Education,1,2017-01-05,3300,3
350,GMA Public  Affairs,21200000,11364908616.0,Entertainment,GMA Public  Affairs,31989,Philippines,PH,News,359.0,4.0,7.0,142317000.0,35600.0,569300.0,427000.0,6800000.0,2009.0,8.0,8,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,Entertainment,8,2009-08-08,6007,5
351,Tasty,21100000,5783557209.0,Howto & Style,Tasty,4728,United States,US,Howto,1113.0,99.0,10.0,24691000.0,6200.0,98800.0,74100.0,1200000.0,2016.0,1.0,22,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,1,2016-01-22,3649,4
352,Baim Paula,21100000,4526271677.0,People & Blogs,Baim Paula,2325,Indonesia,ID,Entertainment,1583.0,8.0,94.0,26974000.0,6700.0,107900.0,80900.0,1300000.0,2016.0,6.0,4,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,People & Blogs,6,2016-06-04,3515,5
353,nigahiga,21000000,4380564906.0,Entertainment,nigahiga,403,United States,US,Entertainment,1671.0,100.0,95.0,2476000.0,619.0,9900.0,7400.0,118900.0,2006.0,7.0,21,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,7,2006-07-21,7121,4
354,Rafa & Luiz,21000000,7762905663.0,Entertainment,Rafa & Luiz,2883,Brazil,BR,Entertainment,695.0,16.0,94.0,118410000.0,29600.0,473600.0,355200.0,5700000.0,2015.0,8.0,26,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Entertainment,8,2015-08-26,3798,2
355,Lyrical Lemonade,21000000,10631638628.0,Entertainment,Lyrical Lemonade,420,United States,US,Entertainment,398.0,100.0,95.0,80062000.0,20000.0,320200.0,240200.0,3800000.0,2013.0,3.0,25,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,3,2013-03-25,4682,0
356,Vlad and Niki IDN,21000000,9789121606.0,,Vlad and Niki IDN,498,United States,US,Entertainment,464.0,100.0,95.0,133362000.0,33300.0,533400.0,400100.0,6400000.0,2018.0,11.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,11,2018-11-09,2627,4
357,Dr. Vivek Bindra: Motivational Speaker,20900000,1693149479.0,Education,Dr. Vivek Bindra: Motivational Speaker,896,India,IN,Education,6082.0,69.0,20.0,28588000.0,7100.0,114400.0,85800.0,1400000.0,2013.0,12.0,6,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Education,12,2013-12-06,4426,4
